pair_id,type,perturbations,cae_levenshtein,cae_jaccard,cae_jaro_winkler,win_levenshtein,win_jaccard,win_jaro_winkler,value_ratio,cpv_match,country_match,label
dup_766,synthetic_duplicate,abbreviation,0.92,0.36363636363636365,0.92,0.972972972972973,0.3333333333333333,0.972972972972973,1.0,1,1,1
non_407,real_non_duplicate,none,0.525,0.25,0.525,0.18181818181818177,0.0,0.18181818181818177,0.10126544817370361,1,1,0
non_1522,real_non_duplicate,none,0.3132530120481928,0.0,0.3132530120481928,0.37681159420289856,0.0,0.37681159420289856,0.5687730811119779,0,0,0
non_633,real_non_duplicate,none,0.2857142857142857,0.0,0.2857142857142857,0.125,0.0,0.125,0.3290951951745525,0,0,0
dup_51,synthetic_duplicate,"encoding,word_order",0.7766990291262136,0.8,0.7766990291262136,0.6842105263157895,0.2857142857142857,0.6842105263157895,1.0,1,1,1
non_889,real_non_duplicate,none,0.17021276595744683,0.0,0.17021276595744683,0.2857142857142857,0.0,0.2857142857142857,0.13189996950289723,0,1,0
non_1174,real_non_duplicate,none,0.33333333333333337,0.0,0.33333333333333337,0.6341463414634146,0.3333333333333333,0.6341463414634146,0.08312019683185934,0,1,0
dup_746,synthetic_duplicate,"encoding,word_drop",1.0,1.0,1.0,0.5633802816901409,0.0,0.5633802816901409,1.0,1,1,1
dup_1875,synthetic_duplicate,"word_drop,case",1.0,1.0,1.0,0.7619047619047619,0.6666666666666666,0.7619047619047619,1.0,1,1,1
non_639,real_non_duplicate,none,0.1504424778761062,0.0,0.1504424778761062,0.2727272727272727,0.0,0.2727272727272727,0.0013954844136126212,0,0,0
non_1060,real_non_duplicate,none,0.3709677419354839,0.0,0.3709677419354839,0.7027027027027026,0.3333333333333333,0.7027027027027026,0.6935650020229644,1,1,0
dup_1765,synthetic_duplicate,abbreviation,0.8571428571428572,0.14285714285714285,0.8571428571428572,0.7058823529411764,0.14285714285714285,0.7058823529411764,1.0,1,1,1
dup_1166,synthetic_duplicate,encoding,0.9761904761904762,0.5714285714285714,0.9761904761904762,0.8990825688073394,0.25,0.8990825688073394,1.0,1,1,1
non_1642,real_non_duplicate,none,0.34693877551020413,0.0,0.34693877551020413,0.37037037037037035,0.0,0.37037037037037035,0.0006989825042303645,0,0,0
non_1962,real_non_duplicate,none,0.18181818181818177,0.0,0.18181818181818177,0.21875,0.0,0.21875,4.580908479138627e-05,0,0,0
dup_1824,synthetic_duplicate,"case,encoding",0.949685534591195,0.4,0.949685534591195,0.8823529411764706,0.375,0.8823529411764706,1.0,1,1,1
dup_1543,synthetic_duplicate,"case,word_order",1.0,1.0,1.0,0.736842105263158,1.0,0.736842105263158,1.0,1,1,1
dup_1984,synthetic_duplicate,word_drop,0.8888888888888888,0.3076923076923077,0.8888888888888888,0.6666666666666667,0.2857142857142857,0.6666666666666667,1.0,1,1,1
non_284,real_non_duplicate,none,0.25316455696202533,0.0,0.25316455696202533,0.21276595744680848,0.0,0.21276595744680848,0.6593595808865412,0,1,0
non_1454,real_non_duplicate,none,0.8181818181818181,0.6666666666666666,0.8181818181818181,0.2432432432432432,0.0,0.2432432432432432,0.5158355458169342,0,1,0
dup_517,synthetic_duplicate,"abbreviation,word_order",1.0,1.0,1.0,0.8085106382978724,0.42857142857142855,0.8085106382978724,1.0,1,1,1
non_314,real_non_duplicate,none,0.23529411764705888,0.0,0.23529411764705888,0.12182741116751272,0.0,0.12182741116751272,0.10497082829895174,0,1,0
non_1429,real_non_duplicate,none,0.5512820512820513,0.2857142857142857,0.5512820512820513,0.32183908045977017,0.0,0.32183908045977017,0.144023980149468,0,1,0
dup_1000,synthetic_duplicate,word_drop,0.845360824742268,0.36363636363636365,0.845360824742268,0.8076923076923077,0.2857142857142857,0.8076923076923077,1.0,1,1,1
dup_931,synthetic_duplicate,"encoding,abbreviation",1.0,1.0,1.0,0.95,0.4,0.95,1.0,1,1,1
dup_1403,synthetic_duplicate,abbreviation,0.9782608695652174,0.7692307692307693,0.9782608695652174,0.8461538461538461,0.3333333333333333,0.8461538461538461,1.0,1,1,1
dup_149,synthetic_duplicate,"abbreviation,encoding",1.0,1.0,1.0,0.8620689655172413,0.08333333333333333,0.8620689655172413,1.0,1,1,1
non_1905,real_non_duplicate,none,0.42105263157894735,0.0,0.42105263157894735,0.21052631578947367,0.0,0.21052631578947367,0.188482889580688,0,0,0
dup_1134,synthetic_duplicate,"case,encoding,word_order",0.7272727272727273,1.0,0.7272727272727273,0.9142857142857143,0.3,0.9142857142857143,1.0,1,1,1
non_415,real_non_duplicate,none,0.26315789473684215,0.0,0.26315789473684215,0.3157894736842105,0.0,0.3157894736842105,0.001287604496979436,0,0,0
dup_1825,synthetic_duplicate,abbreviation,0.96,0.2,0.96,0.9583333333333334,0.4,0.9583333333333334,1.0,1,1,1
dup_264,synthetic_duplicate,"case,word_drop",0.8817204301075269,0.7,0.8817204301075269,0.6829268292682926,0.5,0.6829268292682926,1.0,1,1,1
non_1825,real_non_duplicate,none,0.37777777777777777,0.0,0.37777777777777777,0.2325581395348837,0.0,0.2325581395348837,0.0236,0,0,0
non_878,real_non_duplicate,none,0.3902439024390244,0.0,0.3902439024390244,0.326530612244898,0.0,0.326530612244898,0.18757598610992587,0,0,0
non_843,real_non_duplicate,none,0.3728813559322034,0.0,0.3728813559322034,0.34883720930232553,0.15384615384615385,0.34883720930232553,0.21139686341331004,0,1,0
dup_1006,synthetic_duplicate,encoding,1.0,1.0,1.0,0.9079754601226994,0.2857142857142857,0.9079754601226994,1.0,1,1,1
dup_1601,synthetic_duplicate,"encoding,word_order,word_drop",0.7252747252747253,0.36363636363636365,0.7252747252747253,0.6857142857142857,0.2,0.6857142857142857,1.0,1,1,1
non_1584,real_non_duplicate,none,0.19512195121951215,0.0,0.19512195121951215,0.4590163934426229,0.0,0.4590163934426229,0.11906377684540465,0,0,0
non_1937,real_non_duplicate,none,0.31034482758620685,0.0,0.31034482758620685,0.17391304347826086,0.0,0.17391304347826086,0.661303682743526,0,0,0
non_1786,real_non_duplicate,none,0.33628318584070793,0.0,0.33628318584070793,0.24390243902439024,0.0,0.24390243902439024,0.3402466407935273,1,0,0
non_797,real_non_duplicate,none,0.26415094339622647,0.0,0.26415094339622647,0.11764705882352944,0.0,0.11764705882352944,0.5292857142857142,0,1,0
non_835,real_non_duplicate,none,0.30612244897959184,0.0,0.30612244897959184,0.4,0.25,0.4,0.9176573291351666,0,1,0
dup_1439,synthetic_duplicate,encoding,0.9027777777777778,0.2,0.9027777777777778,0.9215686274509804,0.2857142857142857,0.9215686274509804,1.0,1,1,1
non_857,real_non_duplicate,none,0.25806451612903225,0.0,0.25806451612903225,0.29508196721311475,0.0,0.29508196721311475,0.2943031940623624,0,1,0
dup_1924,synthetic_duplicate,encoding,0.9761904761904762,0.5714285714285714,0.9761904761904762,0.9248554913294798,0.13636363636363635,0.9248554913294798,1.0,1,1,1
non_1510,real_non_duplicate,none,0.19354838709677424,0.0,0.19354838709677424,0.4444444444444444,0.0,0.4444444444444444,0.19195319028729513,0,1,0
non_1025,real_non_duplicate,none,0.3055555555555556,0.0,0.3055555555555556,0.16326530612244894,0.0,0.16326530612244894,0.092209440625,0,0,0
non_1058,real_non_duplicate,none,0.4273504273504274,0.0,0.4273504273504274,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.0028451869296114676,0,0,0
dup_222,synthetic_duplicate,"encoding,word_order,abbreviation",0.6981132075471699,0.25,0.6981132075471699,0.631578947368421,0.6666666666666666,0.631578947368421,1.0,1,1,1
non_507,real_non_duplicate,none,0.27118644067796616,0.0,0.27118644067796616,0.25531914893617025,0.0,0.25531914893617025,0.12937310963832452,0,0,0
dup_1653,synthetic_duplicate,abbreviation,0.9375,0.14285714285714285,0.9375,0.8888888888888888,0.16666666666666666,0.8888888888888888,1.0,1,1,1
dup_1358,synthetic_duplicate,"abbreviation,case",1.0,1.0,1.0,0.8780487804878049,0.3333333333333333,0.8780487804878049,1.0,1,1,1
non_1296,real_non_duplicate,none,0.3013698630136986,0.0,0.3013698630136986,0.3106796116504854,0.043478260869565216,0.3106796116504854,0.01524929451950563,0,0,0
dup_1434,synthetic_duplicate,"encoding,abbreviation",1.0,1.0,1.0,0.9285714285714286,0.5,0.9285714285714286,1.0,1,1,1
dup_260,synthetic_duplicate,abbreviation,1.0,1.0,1.0,0.9090909090909091,0.42857142857142855,0.9090909090909091,1.0,1,1,1
dup_1967,synthetic_duplicate,abbreviation,0.9897959183673469,0.7857142857142857,0.9897959183673469,0.8260869565217391,0.25,0.8260869565217391,1.0,1,1,1
dup_370,synthetic_duplicate,case,1.0,1.0,1.0,0.78125,0.12903225806451613,0.78125,1.0,1,1,1
non_668,real_non_duplicate,none,0.37777777777777777,0.0,0.37777777777777777,0.2222222222222222,0.0,0.2222222222222222,0.05909673369950776,0,1,0
non_1627,real_non_duplicate,none,0.2666666666666667,0.0,0.2666666666666667,0.25,0.0,0.25,0.2885807027027027,0,0,0
dup_464,synthetic_duplicate,"word_drop,word_order,encoding",0.8161764705882353,0.42857142857142855,0.8161764705882353,0.6585365853658536,0.8,0.6585365853658536,1.0,1,1,1
non_725,real_non_duplicate,none,0.12121212121212122,0.0,0.12121212121212122,0.24242424242424243,0.0,0.24242424242424243,0.018802316925496623,0,0,0
dup_1994,synthetic_duplicate,"encoding,abbreviation",1.0,1.0,1.0,0.8791208791208791,0.2777777777777778,0.8791208791208791,1.0,1,1,1
dup_1927,synthetic_duplicate,case,1.0,1.0,1.0,0.9473684210526316,0.5,0.9473684210526316,1.0,1,1,1
non_941,real_non_duplicate,none,0.3354838709677419,0.058823529411764705,0.3354838709677419,0.3178807947019867,0.0,0.3178807947019867,0.23130822785658792,0,1,0
non_800,real_non_duplicate,none,0.2857142857142857,0.0,0.2857142857142857,0.29166666666666663,0.0,0.29166666666666663,0.05276044682821355,0,1,0
dup_917,synthetic_duplicate,"word_drop,case",0.810126582278481,0.09090909090909091,0.810126582278481,0.9696969696969697,0.3333333333333333,0.9696969696969697,1.0,1,1,1
dup_1919,synthetic_duplicate,"word_drop,abbreviation,encoding",0.8095238095238095,0.6666666666666666,0.8095238095238095,0.8764044943820225,0.25,0.8764044943820225,1.0,1,1,1
dup_1555,synthetic_duplicate,"word_drop,encoding,case",1.0,1.0,1.0,0.7441860465116279,0.2,0.7441860465116279,1.0,1,1,1
dup_791,synthetic_duplicate,encoding,1.0,1.0,1.0,0.84,0.25,0.84,1.0,1,1,1
non_1609,real_non_duplicate,none,0.33333333333333337,0.0,0.33333333333333337,0.2272727272727273,0.0,0.2272727272727273,0.03783786689189189,0,0,0
dup_536,synthetic_duplicate,word_order,1.0,1.0,1.0,0.6086956521739131,0.42857142857142855,0.6086956521739131,1.0,1,1,1
non_1745,real_non_duplicate,none,0.34615384615384615,0.0,0.34615384615384615,0.21739130434782605,0.0,0.21739130434782605,0.8048738948148599,0,0,0
dup_1300,synthetic_duplicate,"word_drop,word_order,encoding",1.0,1.0,1.0,0.47619047619047616,0.3333333333333333,0.47619047619047616,1.0,1,1,1
dup_1863,synthetic_duplicate,"word_order,abbreviation",1.0,1.0,1.0,0.6756756756756757,0.3,0.6756756756756757,1.0,1,1,1
dup_1490,synthetic_duplicate,"word_order,abbreviation",1.0,1.0,1.0,0.8461538461538461,0.25,0.8461538461538461,1.0,1,1,1
non_438,real_non_duplicate,none,0.2417582417582418,0.0,0.2417582417582418,0.2222222222222222,0.0,0.2222222222222222,0.0061960493392729295,0,0,0
dup_382,synthetic_duplicate,word_drop,1.0,1.0,1.0,0.5909090909090908,0.2857142857142857,0.5909090909090908,1.0,1,1,1
dup_886,synthetic_duplicate,abbreviation,0.9523809523809523,0.4,0.9523809523809523,0.9454545454545454,0.4,0.9454545454545454,1.0,1,1,1
non_1218,real_non_duplicate,none,0.28865979381443296,0.0,0.28865979381443296,0.20588235294117652,0.0,0.20588235294117652,0.6365068313096082,0,0,0
non_901,real_non_duplicate,none,0.36734693877551017,0.0,0.36734693877551017,0.34782608695652173,0.0,0.34782608695652173,0.30173838274392556,0,0,0
non_434,real_non_duplicate,none,0.14814814814814814,0.0,0.14814814814814814,0.21678321678321677,0.0,0.21678321678321677,0.3260591,0,0,0
non_344,real_non_duplicate,none,0.49382716049382713,0.1111111111111111,0.49382716049382713,0.3571428571428571,0.0,0.3571428571428571,0.5668015441373275,0,1,0
dup_1199,synthetic_duplicate,"case,abbreviation",0.9433962264150944,0.16666666666666666,0.9433962264150944,0.896551724137931,0.3333333333333333,0.896551724137931,1.0,1,1,1
dup_487,synthetic_duplicate,word_drop,1.0,1.0,1.0,0.6521739130434783,0.5,0.6521739130434783,1.0,1,1,1
non_555,real_non_duplicate,none,0.24691358024691357,0.0,0.24691358024691357,0.3076923076923077,0.0,0.3076923076923077,0.10521576635563015,0,0,0
non_1136,real_non_duplicate,none,0.37037037037037035,0.0,0.37037037037037035,0.34782608695652173,0.0,0.34782608695652173,0.027688205205190615,0,1,0
dup_254,synthetic_duplicate,encoding,0.9767441860465116,0.6363636363636364,0.9767441860465116,0.9333333333333333,0.25,0.9333333333333333,1.0,1,1,1
dup_1782,synthetic_duplicate,"case,encoding,word_drop",1.0,1.0,1.0,0.8636363636363636,0.6666666666666666,0.8636363636363636,1.0,1,1,1
non_937,real_non_duplicate,none,0.25531914893617025,0.0,0.25531914893617025,0.17910447761194026,0.0,0.17910447761194026,0.14865766134130454,0,0,0
non_1461,real_non_duplicate,none,0.23684210526315785,0.0,0.23684210526315785,0.18181818181818177,0.0,0.18181818181818177,0.10311942478082106,0,0,0
non_1091,real_non_duplicate,none,0.2153846153846154,0.0,0.2153846153846154,0.2222222222222222,0.0,0.2222222222222222,0.04081209879209029,0,0,0
non_1057,real_non_duplicate,none,0.20952380952380956,0.0,0.20952380952380956,0.33333333333333337,0.0,0.33333333333333337,0.03870675996941802,0,0,0
dup_565,synthetic_duplicate,"encoding,case",0.8378378378378378,0.08333333333333333,0.8378378378378378,0.9142857142857143,0.2,0.9142857142857143,1.0,1,1,1
dup_1926,synthetic_duplicate,"case,word_drop,word_order",0.7735849056603774,0.6666666666666666,0.7735849056603774,0.5384615384615384,0.0,0.5384615384615384,1.0,1,1,1
dup_1450,synthetic_duplicate,abbreviation,1.0,1.0,1.0,0.8055555555555556,0.1,0.8055555555555556,1.0,1,1,1
non_534,real_non_duplicate,none,0.33333333333333337,0.0,0.33333333333333337,0.2857142857142857,0.0,0.2857142857142857,1.323578279053344e-08,0,0,0
non_1231,real_non_duplicate,none,0.26086956521739135,0.0,0.26086956521739135,0.31999999999999995,0.0,0.31999999999999995,0.11645577984076118,0,1,0
dup_1477,synthetic_duplicate,word_order,0.4528301886792453,0.5,0.4528301886792453,0.7852760736196319,0.5,0.7852760736196319,1.0,1,1,1
non_1692,real_non_duplicate,none,0.32369942196531787,0.0,0.32369942196531787,0.16666666666666663,0.0,0.16666666666666663,0.07317935387907476,0,0,0
non_1110,real_non_duplicate,none,0.30400000000000005,0.0,0.30400000000000005,0.17307692307692313,0.0,0.17307692307692313,0.5568960496464681,0,0,0
non_1013,real_non_duplicate,none,0.21875,0.0,0.21875,0.18181818181818177,0.0,0.18181818181818177,0.17524848433104087,0,0,0
dup_863,synthetic_duplicate,abbreviation,1.0,1.0,1.0,0.8947368421052632,0.4,0.8947368421052632,1.0,1,1,1
non_1512,real_non_duplicate,none,0.2784810126582279,0.0,0.2784810126582279,0.19354838709677424,0.0,0.19354838709677424,0.5938693593457539,0,0,0
dup_363,synthetic_duplicate,"abbreviation,case,encoding",1.0,1.0,1.0,0.9056603773584906,0.6,0.9056603773584906,1.0,1,1,1
dup_1688,synthetic_duplicate,"case,encoding",1.0,1.0,1.0,0.9026548672566371,0.3,0.9026548672566371,1.0,1,1,1
dup_1779,synthetic_duplicate,case,0.991304347826087,0.7777777777777778,0.991304347826087,0.9052631578947369,0.2,0.9052631578947369,1.0,1,1,1
dup_1418,synthetic_duplicate,"encoding,word_order",1.0,1.0,1.0,0.896551724137931,0.42857142857142855,0.896551724137931,1.0,1,1,1
dup_1848,synthetic_duplicate,"abbreviation,word_order,case",1.0,1.0,1.0,0.7017543859649122,0.2857142857142857,0.7017543859649122,1.0,1,1,1
non_443,real_non_duplicate,none,0.13533834586466165,0.0,0.13533834586466165,0.38888888888888884,0.0,0.38888888888888884,0.025727402173723473,0,0,0
dup_381,synthetic_duplicate,"word_order,abbreviation",0.9081632653061225,0.7857142857142857,0.9081632653061225,0.7843137254901961,0.42857142857142855,0.7843137254901961,1.0,1,1,1
non_1032,real_non_duplicate,none,0.3870967741935484,0.0,0.3870967741935484,0.2272727272727273,0.0,0.2272727272727273,0.12036661392896066,0,0,0
dup_1679,synthetic_duplicate,word_drop,0.8405797101449275,0.4,0.8405797101449275,0.5185185185185186,0.0,0.5185185185185186,1.0,1,1,1
dup_968,synthetic_duplicate,"word_order,abbreviation",0.8140703517587939,0.42857142857142855,0.8140703517587939,0.47058823529411764,0.25,0.47058823529411764,1.0,1,1,1
dup_1059,synthetic_duplicate,"abbreviation,encoding",1.0,1.0,1.0,0.9041591320072333,0.4,0.9041591320072333,1.0,1,1,1
dup_853,synthetic_duplicate,word_order,1.0,1.0,1.0,0.6666666666666667,0.2,0.6666666666666667,1.0,1,1,1
non_1128,real_non_duplicate,none,0.2637362637362637,0.0,0.2637362637362637,0.2857142857142857,0.0,0.2857142857142857,0.001945409090909091,0,0,0
non_1730,real_non_duplicate,none,0.2195121951219512,0.0,0.2195121951219512,0.2222222222222222,0.0,0.2222222222222222,3.6857444361568434e-06,0,0,0
non_1919,real_non_duplicate,none,0.21212121212121215,0.0,0.21212121212121215,0.3125,0.0,0.3125,0.35934587248779704,0,0,0
non_1971,real_non_duplicate,none,0.12121212121212122,0.0,0.12121212121212122,0.2857142857142857,0.0,0.2857142857142857,0.09409342372695247,0,0,0
non_257,real_non_duplicate,none,0.32558139534883723,0.0,0.32558139534883723,0.1428571428571429,0.0,0.1428571428571429,0.14604619776987215,0,1,0
non_1679,real_non_duplicate,none,0.32432432432432434,0.0,0.32432432432432434,0.3157894736842105,0.0,0.3157894736842105,2.054917674860651e-06,0,1,0
dup_1005,synthetic_duplicate,abbreviation,1.0,1.0,1.0,0.9512195121951219,0.5,0.9512195121951219,1.0,1,1,1
dup_17,synthetic_duplicate,word_drop,0.7804878048780488,0.2857142857142857,0.7804878048780488,0.967741935483871,0.3333333333333333,0.967741935483871,1.0,1,1,1
dup_1354,synthetic_duplicate,"abbreviation,case",1.0,1.0,1.0,0.9230769230769231,0.125,0.9230769230769231,1.0,1,1,1
dup_585,synthetic_duplicate,"word_drop,word_order",0.6153846153846154,0.3333333333333333,0.6153846153846154,0.5777777777777777,0.4,0.5777777777777777,1.0,1,1,1
non_111,real_non_duplicate,none,0.39252336448598135,0.06666666666666667,0.39252336448598135,0.3789473684210526,0.0,0.3789473684210526,0.00897138277093426,0,1,0
non_1949,real_non_duplicate,none,0.2068965517241379,0.0,0.2068965517241379,0.21052631578947367,0.0,0.21052631578947367,0.2471897966399047,0,0,0
dup_864,synthetic_duplicate,"case,abbreviation,word_order",1.0,1.0,1.0,0.8,1.0,0.8,1.0,1,1,1
non_452,real_non_duplicate,none,0.37681159420289856,0.0,0.37681159420289856,0.1694915254237288,0.0,0.1694915254237288,0.03125648930957684,0,0,0
dup_398,synthetic_duplicate,"word_drop,abbreviation",0.5641025641025641,0.25,0.5641025641025641,0.8095238095238095,0.2,0.8095238095238095,1.0,1,1,1
non_232,real_non_duplicate,none,0.29268292682926833,0.0,0.29268292682926833,0.23529411764705888,0.0,0.23529411764705888,0.7286073817762398,0,0,0
dup_1007,synthetic_duplicate,"encoding,case",1.0,1.0,1.0,0.8979591836734694,0.14285714285714285,0.8979591836734694,1.0,1,1,1
dup_215,synthetic_duplicate,word_drop,0.9532710280373832,0.7142857142857143,0.9532710280373832,0.717948717948718,0.2857142857142857,0.717948717948718,1.0,1,1,1
non_1394,real_non_duplicate,none,0.25,0.0,0.25,0.18181818181818177,0.0,0.18181818181818177,0.3734276434346663,0,0,0
dup_232,synthetic_duplicate,"word_drop,word_order",0.6590909090909092,0.13333333333333333,0.6590909090909092,0.7096774193548387,0.375,0.7096774193548387,1.0,1,1,1
dup_1550,synthetic_duplicate,"word_drop,word_order",1.0,1.0,1.0,0.5,0.2857142857142857,0.5,1.0,1,1,1
non_109,real_non_duplicate,none,0.06779661016949157,0.0,0.06779661016949157,0.017094017094017144,0.0,0.017094017094017144,0.8312114166666666,0,0,0
dup_1704,synthetic_duplicate,case,0.5714285714285714,0.0,0.5714285714285714,0.5671641791044777,0.0,0.5671641791044777,1.0,1,1,1
non_1634,real_non_duplicate,none,0.2545454545454545,0.0,0.2545454545454545,0.26415094339622647,0.0,0.26415094339622647,1.65848037326895e-10,0,0,0
non_70,real_non_duplicate,none,0.23076923076923073,0.0,0.23076923076923073,0.27118644067796616,0.0,0.27118644067796616,0.24525375342991884,0,0,0
non_1018,real_non_duplicate,none,0.23529411764705888,0.0,0.23529411764705888,0.2325581395348837,0.0,0.2325581395348837,5.486369088567608e-08,0,0,0
dup_1915,synthetic_duplicate,"case,word_order",1.0,1.0,1.0,0.7058823529411764,0.3333333333333333,0.7058823529411764,1.0,1,1,1
dup_1029,synthetic_duplicate,"abbreviation,word_order",1.0,1.0,1.0,0.8681318681318682,0.47058823529411764,0.8681318681318682,1.0,1,1,1
dup_1195,synthetic_duplicate,word_order,1.0,1.0,1.0,0.8761904761904762,0.3076923076923077,0.8761904761904762,1.0,1,1,1
dup_1303,synthetic_duplicate,"word_order,abbreviation",1.0,1.0,1.0,0.5454545454545454,0.14285714285714285,0.5454545454545454,1.0,1,1,1
non_1476,real_non_duplicate,none,0.03053435114503822,0.0,0.03053435114503822,0.06557377049180324,0.0,0.06557377049180324,0.03686122486048199,0,0,0
non_1049,real_non_duplicate,none,0.2727272727272727,0.0,0.2727272727272727,0.3076923076923077,0.0,0.3076923076923077,0.0002951241466552373,0,0,0
non_1618,real_non_duplicate,none,0.41860465116279066,0.0,0.41860465116279066,0.23529411764705888,0.0,0.23529411764705888,0.29683549079581345,0,0,0
dup_912,synthetic_duplicate,"encoding,word_order",0.4285714285714286,0.14285714285714285,0.4285714285714286,0.56,0.14285714285714285,0.56,1.0,1,1,1
dup_74,synthetic_duplicate,"word_order,encoding",0.9090909090909091,0.5,0.9090909090909091,0.7096774193548387,0.8,0.7096774193548387,1.0,1,1,1
dup_430,synthetic_duplicate,word_drop,1.0,1.0,1.0,0.7619047619047619,0.2,0.7619047619047619,1.0,1,1,1
non_681,real_non_duplicate,none,0.2222222222222222,0.0,0.2222222222222222,0.25,0.0,0.25,0.5721554281191321,0,0,0
dup_172,synthetic_duplicate,word_drop,0.72,0.6666666666666666,0.72,0.6666666666666667,0.6666666666666666,0.6666666666666667,1.0,1,1,1
non_1028,real_non_duplicate,none,0.3928571428571429,0.0,0.3928571428571429,0.32727272727272727,0.0,0.32727272727272727,0.1342821592528113,0,0,0
non_862,real_non_duplicate,none,0.30952380952380953,0.0,0.30952380952380953,0.2692307692307693,0.0,0.2692307692307693,0.06936473667769856,0,0,0
non_1007,real_non_duplicate,none,0.22784810126582278,0.0,0.22784810126582278,0.19999999999999996,0.0,0.19999999999999996,1.142411375598062e-06,0,0,0
non_729,real_non_duplicate,none,0.19753086419753085,0.0,0.19753086419753085,0.3835616438356164,0.2222222222222222,0.3835616438356164,0.8560236591413275,0,1,0
non_1320,real_non_duplicate,none,0.2465753424657534,0.0,0.2465753424657534,0.16000000000000003,0.0,0.16000000000000003,0.05351726618705036,0,0,0
dup_1971,synthetic_duplicate,"encoding,word_order",0.7894736842105263,0.7777777777777778,0.7894736842105263,0.7735849056603774,0.5,0.7735849056603774,1.0,1,1,1
non_3,real_non_duplicate,none,0.2592592592592593,0.0,0.2592592592592593,0.25,0.0,0.25,0.4693243261464612,0,0,0
dup_288,synthetic_duplicate,"word_order,abbreviation,encoding",1.0,1.0,1.0,0.6842105263157895,0.4,0.6842105263157895,1.0,1,1,1
dup_548,synthetic_duplicate,abbreviation,1.0,1.0,1.0,0.8387096774193549,0.25,0.8387096774193549,1.0,1,1,1
dup_66,synthetic_duplicate,"word_drop,word_order",1.0,1.0,1.0,0.38095238095238093,0.0,0.38095238095238093,1.0,1,1,1
dup_109,synthetic_duplicate,"case,abbreviation",1.0,1.0,1.0,0.7837837837837838,0.2727272727272727,0.7837837837837838,1.0,1,1,1
